Alimento,Gramos
"Chicken drumstick, sauteed, skin eaten",135.0
"Chicken drumstick, sauteed, skin not eaten",135.0
"Chicken drumstick, fried, coated, skin / coating eaten, from raw",135.0
"Chicken drumstick, fried, coated, skin / coating not eaten, from raw",135.0
"Chicken drumstick, fried, coated, prepared skinless, coating eaten, from raw",135.0
"Chicken drumstick, fried, coated, skin / coating eaten, from pre-cooked",135.0
"Chicken drumstick, fried, coated, skin / coating not eaten, from pre-cooked",135.0
"Chicken drumstick, fried, coated, skin / coating eaten, from fast food / restaurant",135.0
"Chicken drumstick, fried, coated, skin / coating not eaten, from fast food / restaurant",135.0
"Chicken drumstick, baked, coated, skin / coating eaten",135.0
"Chicken drumstick, baked, coated, skin / coating not eaten",135.0
"Chicken thigh, NS as to cooking method, skin eaten",135.0
"Chicken thigh, NS as to cooking method, skin not eaten",135.0
"Chicken thigh, baked, broiled, or roasted, skin eaten, from raw",135.0
"Chicken thigh, baked, broiled, or roasted, skin not eaten, from raw",135.0
"Chicken thigh, baked or broiled, skin eaten, from pre-cooked",135.0
"Chicken thigh, baked or broiled, skin not eaten, from pre-cooked",135.0
"Chicken thigh, baked or broiled, skin eaten, from fast food / restaurant",135.0
"Chicken thigh, baked or broiled, skin not eaten, from fast food / restaurant",135.0
"Chicken thigh, rotisserie, skin eaten",135.0
"Chicken thigh, rotisserie, skin not eaten",135.0
"Chicken thigh, stewed, skin eaten",135.0
"Chicken thigh, stewed, skin not eaten",135.0
"Chicken thigh, grilled without sauce, skin eaten",135.0
"Chicken thigh, grilled without sauce, skin not eaten",135.0
"Chicken thigh, grilled with sauce, skin eaten",135.0
"Chicken thigh, grilled with sauce, skin not eaten",135.0
"Chicken thigh, sauteed, skin eaten",135.0
"Chicken thigh, sauteed, skin not eaten",135.0
"Chicken thigh, fried, coated, skin / coating eaten, from raw",135.0
"Chicken thigh, fried, coated, skin / coating not eaten, from raw",135.0
"Chicken thigh, fried, coated, prepared skinless, coating eaten, from raw",135.0
"Chicken thigh, fried, coated, skin / coating eaten, from pre-cooked",135.0
"Chicken thigh, fried, coated, skin / coating not eaten, from pre-cooked",135.0
"Chicken thigh, fried, coated, skin / coating eaten, from fast food",135.0
"Chicken thigh, fried, coated, skin / coating not eaten, from fast food",135.0
"Chicken thigh, fried, coated, skin / coating eaten, from restaurant",135.0
"Chicken thigh, fried, coated, skin / coating not eaten, from restaurant",135.0
"Chicken thigh, baked, coated, skin / coating eaten",135.0
"Chicken thigh, baked, coated, skin / coating not eaten",135.0
"Chicken wing, NS as to cooking method",35.0
"Chicken wing, baked, broiled, or roasted, from raw",35.0
"Chicken wing, baked or broiled, from pre-cooked",35.0
"Chicken wing, baked or broiled, from fast food / restaurant",35.0
"Chicken wing, rotisserie",35.0
"Chicken wing, stewed",35.0
"Chicken wing, grilled without sauce",35.0
"Chicken wing, grilled with sauce",35.0
"Chicken wing, sauteed",35.0
"Chicken wing, fried, coated, from raw",35.0
"Chicken wing, fried, coated, from pre-cooked",35.0
"Chicken wing, fried, coated, from fast food",35.0
"Chicken wing, fried, coated, from restaurant",35.0
"Chicken wing, baked, coated",35.0
"Chicken ""wings"" with hot sauce, from fast food / restaurant",22.0
"Chicken ""wings"" with other sauces or seasoning, from fast food / restaurant",22.0
"Chicken ""wings"", plain, from fast food / restaurant",22.0
"Chicken ""wings"" with hot sauce, from precooked",22.0
"Chicken ""wings"" with other sauces or seasoning, from precooked",22.0
"Chicken ""wings"", plain, from precooked",22.0
"Chicken ""wings"" with hot sauce, from other sources",22.0
"Chicken ""wings"" with other sauces or seasoning, from other sources",22.0
"Chicken ""wings"", plain, from other sources",22.0
"Chicken ""wings"", boneless, with hot sauce, from fast food / restaurant",35.0
"Chicken ""wings"", boneless, with hot sauce, from other sources",35.0
"Chicken, back",110.0
"Chicken, neck or ribs",35.0
"Chicken, tail",240.0
Chicken skin,9.0
Chicken feet,35.0
"Chicken, canned, meat only",246.0
"Chicken, chicken roll, roasted",66.0
"Chicken patty, breaded",85.0
"Chicken fillet, breaded",120.0
"Chicken fillet, grilled",7.0
"Chicken, ground",128.0
"Chicken nuggets, NFS",7.0
"Chicken nuggets, from fast food",7.0
"Chicken nuggets, from restaurant",7.0
"Chicken nuggets, from school lunch",7.0
"Chicken nuggets, from frozen",7.0
"Chicken nuggets, from other sources",7.0
"Chicken tenders or strips, NFS",50.0
"Chicken tenders or strips, breaded, from fast food",50.0
"Chicken tenders or strips, breaded, from restaurant",50.0
"Chicken tenders or strips, breaded, from school lunch",17.0
"Chicken tenders or strips, breaded, from frozen",17.0
"Chicken tenders or strips, breaded, from other sources",50.0
"Turkey, NFS",30.0
"Turkey, light meat, skin not eaten",30.0
"Turkey, light meat, skin eaten",30.0
"Turkey, light meat, breaded, baked or fried, skin not eaten",30.0
"Turkey, light meat, breaded, baked or fried, skin eaten",30.0
"Turkey, light meat, roasted, skin not eaten",30.0
"Turkey, light meat, roasted, skin eaten",30.0
"Turkey, dark meat, roasted, skin not eaten",30.0
"Turkey, dark meat, roasted, skin eaten",30.0
"Turkey, light and dark meat, roasted, skin not eaten",30.0
"Turkey, light and dark meat, roasted, skin eaten",30.0
"Turkey, light or dark meat, fried, coated, skin not eaten",30.0
"Turkey, light or dark meat, fried, coated, skin eaten",30.0
"Turkey, light or dark meat, stewed, skin not eaten",30.0
"Turkey light or dark meat, stewed, skin eaten",30.0
"Turkey, light or dark meat, smoked, skin eaten",30.0
"Turkey, light or dark meat, smoked, skin not eaten",30.0
"Turkey, drumstick, cooked, skin not eaten",130.0
"Turkey, drumstick, cooked, skin eaten",145.0
"Turkey, drumstick, roasted, skin not eaten",130.0
"Turkey, drumstick, roasted, skin eaten",145.0
"Turkey, thigh, cooked, skin eaten",225.0
"Turkey, thigh, cooked, skin not eaten",205.0
"Turkey, neck",115.0
"Turkey, wing, cooked, skin not eaten",60.0
"Turkey, wing, cooked, skin eaten",90.0
"Turkey, tail",60.0
"Turkey, back",525.0
"Turkey, canned",135.0
"Turkey, ground",128.0
"Turkey, nuggets",7.0
"Turkey bacon, cooked",28.35
"Turkey bacon, reduced sodium, cooked",28.35
"Duck, cooked, skin eaten",380.0
"Duck, cooked, skin not eaten",220.0
"Duck, roasted, skin eaten",380.0
"Duck, roasted, skin not eaten",220.0
"Duck, Peking",28.35
"Goose, wild, roasted",135.0
"Cornish game hen, cooked, skin eaten",305.0
"Cornish game hen, cooked, skin not eaten",250.0
"Cornish game hen, roasted, skin eaten",305.0
"Cornish game hen, roasted, skin not eaten",250.0
"Dove, cooked, NS as to cooking method",110.0
"Dove, fried",110.0
"Quail, cooked",75.0
"Pheasant, cooked",130.0
Baby Toddler chicken,15.0
Baby Toddler turkey,15.0
"Liver, beef",30.0
"Liver, chicken",22.0
"Liver, paste or pate",246.0
Heart,3.0
Kidney,230.0
Sweetbreads,190.0
Brains,246.0
Tongue,20.0
"Tongue pot roast, Puerto Rican style",110.0
Tripe,246.0
Chitterlings,246.0
Hog maws,246.0
Gizzard,22.0
"Hot dog, NFS",160.0
"Hot dog, beef",160.0
"Hot dog, meat and poultry",160.0
"Hot dog, reduced fat",160.0
"Hot dog, turkey",160.0
Beef sausage,85.0
Beef sausage with cheese,76.0
Blood sausage,8.0
Bratwurst,75.0
"Bratwurst, with cheese",75.0
Bologna,9.2
"Bologna, reduced fat",9.2
"Bologna, reduced sodium",9.2
Chorizo,85.0
Head cheese,9.2
Knockwurst,244.0
Mortadella,15.0
"Pastrami, NFS",9.2
"Pastrami, made from any kind of meat, reduced fat",9.2
"Pepperoni, NFS",251.0
"Pepperoni, reduced fat",251.0
"Pepperoni, reduced sodium",251.0
Polish sausage,85.0
Italian sausage,85.0
"Sausage, NFS",85.0
Pork sausage,85.0
"Pork sausage, reduced fat",85.0
"Pork sausage, reduced sodium",85.0
Pork and beef sausage,85.0
"Salami, NFS",9.2
"Salami, made from any type of meat, reduced fat",9.2
"Salami, made from any type of meat, reduced sodium",9.2
"Scrapple, cooked",25.0
Thuringer,28.0
Turkey or chicken sausage,85.0
"Turkey or chicken sausage, reduced sodium",85.0
Turkey or chicken and pork sausage,28.35
"Vienna sausage, canned",16.0
Pickled sausage,14.0
"Luncheon meat, NFS",9.2
"Ham, prepackaged or deli, luncheon meat",9.2
"Ham, prepackaged or deli, luncheon meat, reduced sodium",9.2
"Chicken, prepackaged or deli, luncheon meat",9.2
"Chicken, prepackaged or deli, luncheon meat, reduced sodium",9.2
"Ham luncheon meat, loaf type",9.2
Spam,9.2
"Spam, reduced sodium",9.2
Liverwurst,9.2
"Luncheon meat, loaf type",9.2
"Turkey, prepackaged or deli, luncheon meat",9.2
"Turkey, prepackaged or deli, luncheon meat, reduced sodium",9.2
"Turkey ham, prepackaged or deli, luncheon meat",9.2
"Beef, prepackaged or deli, luncheon meat",9.2
"Beef, prepackaged or deli, luncheon meat, reduced sodium",9.2
"Meat spread or potted meat, NFS",246.0
Chicken salad spread,246.0
Ham salad spread,246.0
"Fish, raw",246.0
"Fish, NFS",90.0
"Fish, NS as to type, baked or broiled",90.0
"Fish, NS as to type, baked or broiled, coated",90.0
"Fish, NS as to type, fried",90.0
"Fish, NS as to type, steamed",90.0
"Fish, canned",246.0
"Fish, smoked",246.0
"Fish, stick",28.0
"Fish, anchovy",45.0
"Fish, carp",90.0
"Fish, catfish, NFS",90.0
"Fish, catfish, baked or broiled",90.0
"Fish, catfish, grilled",90.0
"Fish, catfish, baked or broiled, coated",90.0
"Fish, catfish, fried",90.0
"Fish, catfish, steamed",90.0
"Fish, cod, NFS",90.0
"Fish, cod, baked or broiled",90.0
"Fish, cod, grilled",90.0
"Fish, cod, baked or broiled, coated",90.0
"Fish, cod, fried",90.0
"Fish, cod, steamed",90.0
"Fish, croaker",90.0
"Fish, eel",246.0
"Fish, flounder, NFS",90.0
"Fish, flounder, baked or broiled",90.0
"Fish, flounder, grilled",90.0
"Fish, flounder, baked or broiled, coated",90.0
"Fish, flounder, fried",90.0
"Fish, flounder, steamed",90.0
"Fish, haddock, NFS",90.0
"Fish, haddock, baked or broiled",90.0
"Fish, haddock, grilled",90.0
"Fish, haddock, baked or broiled, coated",90.0
"Fish, haddock, fried",90.0
"Fish, haddock, steamed",90.0
"Fish, halibut",90.0
"Fish, herring",90.0
"Fish, pickled",246.0
"Fish, mackerel, NFS",90.0
"Fish, mackerel, baked or broiled",90.0
"Fish, mackerel, grilled",90.0
"Fish, mackerel, baked or broiled, coated",90.0
"Fish, mackerel, fried",90.0
"Fish, mackerel, canned",246.0
"Fish, mullet",90.0
"Fish, perch, NFS",90.0
"Fish, perch, baked or broiled",90.0
"Fish, perch, grilled",90.0
"Fish, perch, baked or broiled, coated",90.0
"Fish, perch, fried",90.0
"Fish, perch, steamed",90.0
"Fish, pike",90.0
"Fish, pompano, NFS",90.0
"Fish, pompano, baked or broiled",90.0
"Fish, pompano, grilled",90.0
"Fish, pompano, baked or broiled, coated",90.0
"Fish, pompano, fried",90.0
"Fish, pompano, steamed",90.0
"Fish, snapper",90.0
"Fish, salmon, raw",246.0
"Fish, salmon, NFS",90.0
"Fish, salmon, baked or broiled",90.0
"Fish, salmon, grilled",90.0
"Fish, salmon, baked or broiled, coated",90.0
"Fish, salmon, fried",90.0
"Fish, salmon, steamed",90.0
"Fish, salmon, canned",246.0
"Fish, salmon, smoked",246.0
"Fish, sardines, canned",12.0
"Fish, bass, NFS",90.0
"Fish, bass, baked or broiled",90.0
"Fish, bass, grilled",90.0
"Fish, bass, baked or broiled, coated",90.0
"Fish, bass, fried",90.0
"Fish, bass, steamed",90.0
"Fish, shark",90.0
"Fish, swordfish",90.0
"Fish, trout, NFS",90.0
"Fish, trout, baked or broiled",90.0
"Fish, trout, grilled",90.0
"Fish, trout, baked or broiled, coated",90.0
"Fish, trout, fried",90.0
"Fish, trout, steamed",90.0
"Fish, tuna, raw",246.0
"Fish, tuna, NFS",90.0
"Fish, tuna, cooked",90.0
"Fish, tuna, canned",246.0
"Fish, whiting, NFS",90.0
"Fish, whiting, baked or broiled",90.0
"Fish, whiting, grilled",90.0
"Fish, whiting, baked or broiled, coated",90.0
"Fish, whiting, fried",90.0
"Fish, whiting, steamed",90.0
"Fish, tilapia, NFS",90.0
"Fish, tilapia, baked or broiled",90.0
"Fish, tilapia, grilled",90.0
"Fish, tilapia, baked or broiled, coated",90.0
"Fish, tilapia, fried",90.0
"Fish, tilapia, steamed",90.0
"Fish, white, mixed species, NFS",90.0
"Fish, white, mixed species, baked or broiled",90.0
"Fish, white, mixed species, baked or broiled, coated",90.0
"Fish, white, mixed species, fried",90.0
"Fish, white, mixed species, steamed",90.0
"Fish, white, mixed species, grilled",90.0
Frog legs,140.0
Octopus,246.0
Caviar,15.0
"Calamari, cooked",85.0
"Calamari, fried",85.0
Turtle,246.0
"Shellfish, NFS",246.0
Abalone,246.0
"Clams, raw",15.0
"Clams, NFS",15.0
"Clams, baked or broiled",15.0
"Clams, fried",15.0
"Clams, steamed or boiled",15.0
"Clams, canned",246.0
Crab,40.0
"Crab, canned",246.0
"Crab, soft shell",40.0
"Crayfish, fried",15.0
"Crayfish, cooked",15.0
Lobster,200.0
Mussels,15.0
"Oysters, raw",15.0
"Oysters, baked or broiled",15.0
"Oysters, steamed",15.0
"Oysters, fried",15.0
"Oysters, canned",15.0
"Scallops, baked or broiled",15.0
"Scallops, grilled",15.0
"Scallops, steamed or boiled",15.0
"Scallops, fried",15.0
"Shrimp, NFS",5.0
"Shrimp, baked or broiled",5.0
"Shrimp, grilled",5.0
"Shrimp, steamed or boiled",5.0
"Shrimp, fried",5.0
"Shrimp, baked or broiled, coated",5.0
"Shrimp, dried",246.0
"Shrimp, canned",246.0
Escargot,5.0
"Barbecue meat, NFS",246.0
Beef with tomato-based sauce,246.0
Beef burgundy,246.0
"Guisada, beef",246.0
"Chili, NFS",246.0
"Chili with meat, from restaurant",246.0
Chili with meat and beans,246.0
"Chili with meat, canned",246.0
Chili with meat,246.0
"Sloppy joe, no bun",246.0
Beef with gravy,246.0
Salisbury steak with gravy,129.0
Beef with cream or white sauce,246.0
Beef stroganoff,246.0
Creamed chipped or dried beef,246.0
Swedish meatballs with cream or white sauce,246.0
Beef with mushroom sauce,246.0
Beef with soy-based sauce,246.0
Steak teriyaki,246.0
Beef curry,246.0
Beef curry with rice,246.0
"Barbecue beef, with sauce",246.0
"Barbecue beef, no sauce",246.0
Beef with sweet and sour sauce,246.0
"Stewed seasoned ground beef, Mexican style",246.0
Steak tartare,246.0
"Meatballs, Puerto Rican style",45.0
"Stewed seasoned ground beef, Puerto Rican style",246.0
"Stewed dried beef, Puerto Rican style",246.0
Ham or pork with gravy,246.0
"Barbecue pork, with sauce",246.0
"Barbecue pork, no sauce",246.0
Sweet and sour pork,246.0
Ham stroganoff,246.0
Ham or pork with mushroom sauce,246.0
Ham or pork with tomato-based sauce,246.0
Sausage with tomato-based sauce,246.0
Sausage gravy,246.0
"Guisada, pork",246.0
Pork or ham with soy-based sauce,246.0
"Chili hot dog, no bun",125.0
Frankfurters or hot dogs with tomato-based sauce,246.0
Pork with chili and tomatoes,246.0
"Stewed pork, Puerto Rican style",246.0
Lamb or mutton with gravy,246.0
"Stewed goat, Puerto Rican style",246.0
Veal scallopini,65.0
Veal Marsala,65.0
Veal parmigiana,182.0
Veal cordon bleu,229.0
Venison or deer with tomato-based sauce,246.0
Venison or deer with gravy,246.0
Chicken or turkey cacciatore,246.0
Spaghetti sauce with poultry,246.0
Spaghetti sauce with poultry and added vegetables,246.0
"Stewed chicken with tomato-based sauce, Mexican style",246.0
Chili with chicken and beans,246.0
Chili with chicken,246.0
"Chili, white",246.0
Chicken with gravy,246.0
Chicken or turkey fricassee,246.0
Turkey with gravy,246.0
Chicken or turkey with cream sauce,246.0
Chicken or turkey with mushroom sauce,246.0
Chicken or turkey with teriyaki,246.0
Barbecue chicken,246.0
Sweet and sour chicken or turkey,246.0
"Sweet and sour chicken or turkey, without vegetables",246.0
Chicken curry,246.0
Chicken curry with rice,246.0
Chicken with mole sauce,246.0
Chicken or turkey with cheese sauce,246.0
Chicken or turkey cordon bleu,229.0
Chicken or turkey parmigiana,182.0
Orange chicken,246.0
Sesame chicken,246.0
Chicken kiev,258.0
"Stuffed chicken, drumstick or breast, Puerto Rican style",210.0
"Fish with cream or white sauce, not tuna or lobster",246.0
Fish timbale or mousse,246.0
Shrimp cocktail,246.0
Tuna with cream or white sauce,246.0
Seafood thermidor,246.0
Seafood sauce,15.0
Spaghetti sauce with seafood,246.0
Spaghetti sauce with seafood and added vegetables,246.0
Shrimp with lobster sauce,246.0
Sweet and sour shrimp,246.0
Fish sauce,15.0
Shrimp scampi,246.0
Fish with tomato-based sauce,246.0
Fish curry,246.0
Fish curry with rice,246.0
Shrimp teriyaki,246.0
Ceviche,246.0
"Crabs in tomato-based sauce, Puerto Rican style",246.0
"Shrimp in garlic sauce, Puerto Rican style",246.0
"Stew, fish",246.0
"Meatballs, NS as to type of meat, with sauce",246.0
"Meat loaf, Puerto Rican style",95.0
Meat with tomato-based sauce,246.0
Spaghetti sauce with meat,246.0
Spaghetti sauce with meat and added vegetables,246.0
"Stewed, seasoned, ground beef and pork, Mexican style",246.0
"Meat with gravy, NS as to type of meat,",246.0
"Beef and potatoes, no sauce",246.0
"Beef and potatoes with cream sauce, white sauce or mushroom sauce",246.0
"Beef, roast, hash",246.0
Corned beef hash,113.0
Beef and potatoes with cheese sauce,246.0
"Stewed, seasoned, ground beef with potatoes, Mexican style",246.0
"Beef and noodles, no sauce",246.0
Beef and macaroni with cheese sauce,246.0
Beef and noodles with tomato-based sauce,246.0
Chili with macaroni,246.0
Beef and noodles with gravy,246.0
Beef and noodles with cream or white sauce,246.0
Beef stroganoff with noodles,246.0
Beef and noodles with mushroom sauce,246.0
Beef and noodles with soy-based sauce,246.0
"Beef and rice, no sauce",246.0
Biryani with meat,246.0
Beef and rice with tomato-based sauce,246.0
Porcupine balls with tomato-based sauce,246.0
Beef and rice with gravy,246.0
Beef and rice with cream sauce,246.0
Beef and rice with mushroom sauce,246.0
